From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
KAT6B	Q8WYB5	reviewed	KAT6B_HUMAN	Histone acetyltransferase KAT6B (EC 2.3.1.48) (Histone acetyltransferase MOZ2) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 4) (MYST-4) (Monocytic leukemia zinc finger protein-related factor)	KAT6B KIAA0383 MORF MOZ2 MYST4	Homo sapiens (Human)	2073
KAT7	O95251	reviewed	KAT7_HUMAN	Histone acetyltransferase KAT7 (EC 2.3.1.48) (Histone acetyltransferase binding to ORC1) (Lysine acetyltransferase 7) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 2) (MYST-2)	KAT7 HBO1 HBOa MYST2	Homo sapiens (Human)	611
KAT8	Q9H7Z6	reviewed	KAT8_HUMAN	Histone acetyltransferase KAT8 (EC 2.3.1.48) (Lysine acetyltransferase 8) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 1) (MYST-1) (Males-absent on the first protein homolog) (hMOF) (Protein acetyltransferase KAT8) (EC 2.3.1.-) (Protein propionyltransferase KAT8) (EC 2.3.1.-)	KAT8 MOF MYST1 PP7073	Homo sapiens (Human)	458
HDAC3	O15379	reviewed	HDAC3_HUMAN	Histone deacetylase 3 (HD3) (EC 3.5.1.98) (Protein deacetylase HDAC3) (EC 3.5.1.-) (Protein deacylase HDAC3) (EC 3.5.1.-) (RPD3-2) (SMAP45)	HDAC3	Homo sapiens (Human)	428
HDAC4	P56524	reviewed	HDAC4_HUMAN	Histone deacetylase 4 (HD4) (EC 3.5.1.98)	HDAC4 KIAA0288	Homo sapiens (Human)	1084
HDAC5	Q9UQL6	reviewed	HDAC5_HUMAN	Histone deacetylase 5 (HD5) (EC 3.5.1.98) (Antigen NY-CO-9)	HDAC5 KIAA0600	Homo sapiens (Human)	1122
HDAC6	Q9UBN7	reviewed	HDAC6_HUMAN	Protein deacetylase HDAC6 (EC 3.5.1.-) (E3 ubiquitin-protein ligase HDAC6) (EC 2.3.2.-) (Tubulin-lysine deacetylase HDAC6) (EC 3.5.1.-)	HDAC6 KIAA0901 JM21	Homo sapiens (Human)	1215
HDAC7	Q8WUI4	reviewed	HDAC7_HUMAN	Histone deacetylase 7 (HD7) (EC 3.5.1.98) (Histone deacetylase 7A) (HD7a) (Protein deacetylase HDAC7) (EC 3.5.1.-)	HDAC7 HDAC7A	Homo sapiens (Human)	952
HDAC8	Q9BY41	reviewed	HDAC8_HUMAN	Histone deacetylase 8 (HD8) (EC 3.5.1.98) (Protein deacetylase HDAC8) (EC 3.5.1.-) (Protein decrotonylase HDAC8) (EC 3.5.1.-)	HDAC8 HDACL1 CDA07	Homo sapiens (Human)	377
HDAC9	Q9UKV0	reviewed	HDAC9_HUMAN	Histone deacetylase 9 (HD9) (EC 3.5.1.98) (Histone deacetylase 7B) (HD7) (HD7b) (Histone deacetylase-related protein) (MEF2-interacting transcription repressor MITR)	HDAC9 HDAC7 HDAC7B HDRP KIAA0744 MITR	Homo sapiens (Human)	1011
HDAC10	Q969S8	reviewed	HDA10_HUMAN	Polyamine deacetylase HDAC10 (EC 3.5.1.48) (EC 3.5.1.62) (Histone deacetylase 10) (HD10)	HDAC10	Homo sapiens (Human)	669
HDAC11	Q96DB2	reviewed	HDA11_HUMAN	Histone deacetylase 11 (HD11) (EC 3.5.1.98)	HDAC11	Homo sapiens (Human)	347
SIRT1	Q96EB6	reviewed	SIR1_HUMAN	NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)]	SIRT1 SIR2L1	Homo sapiens (Human)	747
SIRT2	Q8IXJ6	reviewed	SIR2_HUMAN	NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (NAD-dependent protein defatty-acylase sirtuin-2) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2)	SIRT2 SIR2L SIR2L2	Homo sapiens (Human)	389
SIRT3	Q9NTG7	reviewed	SIR3_HUMAN	NAD-dependent protein deacetylase sirtuin-3, mitochondrial (hSIRT3) (EC 2.3.1.286) (NAD-dependent protein delactylase sirtuin-3) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 3) (SIR2-like protein 3)	SIRT3 SIR2L3	Homo sapiens (Human)	399
SIRT6	Q8N6T7	reviewed	SIR6_HUMAN	NAD-dependent protein deacylase sirtuin-6 (EC 2.3.1.-) (NAD-dependent protein deacetylase sirtuin-6) (EC 2.3.1.286) (Protein mono-ADP-ribosyltransferase sirtuin-6) (EC 2.4.2.-) (Regulatory protein SIR2 homolog 6) (hSIRT6) (SIR2-like protein 6)	SIRT6 SIR2L6	Homo sapiens (Human)	355
SIRT7	Q9NRC8	reviewed	SIR7_HUMAN	NAD-dependent protein deacetylase sirtuin-7 (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-7) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 7) (SIR2-like protein 7)	SIRT7 SIR2L7	Homo sapiens (Human)	400
SMC1A	Q14683	reviewed	SMC1A_HUMAN	Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Sb1.8)	SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1	Homo sapiens (Human)	1233
SMC3	Q9UQE7	reviewed	SMC3_HUMAN	Structural maintenance of chromosomes protein 3 (SMC protein 3) (SMC-3) (Basement membrane-associated chondroitin proteoglycan) (Bamacan) (Chondroitin sulfate proteoglycan 6) (Chromosome-associated polypeptide) (hCAP)	SMC3 BAM BMH CSPG6 SMC3L1	Homo sapiens (Human)	1217
RAD21	O60216	reviewed	RAD21_HUMAN	Double-strand-break repair protein rad21 homolog (hHR21) (Nuclear matrix protein 1) (NXP-1) (SCC1 homolog) [Cleaved into: 64-kDa C-terminal product (64-kDa carboxy-terminal product) (65-kDa carboxy-terminal product)]	RAD21 HR21 KIAA0078 NXP1 SCC1	Homo sapiens (Human)	631
STAG1	Q8WVM7	reviewed	STAG1_HUMAN	Cohesin subunit SA-1 (SCC3 homolog 1) (Stromal antigen 1)	STAG1 SA1 SCC3	Homo sapiens (Human)	1258
STAG2	Q8N3U4	reviewed	STAG2_HUMAN	Cohesin subunit SA-2 (SCC3 homolog 2) (Stromal antigen 2)	STAG2 SA2	Homo sapiens (Human)	1231
NIPBL	Q6KC79	reviewed	NIPBL_HUMAN	Nipped-B-like protein (Delangin) (SCC2 homolog)	NIPBL IDN3 SCC2	Homo sapiens (Human)	2804
MAU2	Q9Y6X3	reviewed	SCC4_HUMAN	MAU2 chromatid cohesion factor homolog (MAU-2) (Cohesin loading complex subunit SCC4 homolog)	MAU2 KIAA0892 SCC4	Homo sapiens (Human)	613
PDS5A	Q29RF7	reviewed	PDS5A_HUMAN	Sister chromatid cohesion protein PDS5 homolog A (Cell proliferation-inducing gene 54 protein) (Sister chromatid cohesion protein 112) (SCC-112)	PDS5A KIAA0648 PDS5 PIG54	Homo sapiens (Human)	1337
PDS5B	Q9NTI5	reviewed	PDS5B_HUMAN	Sister chromatid cohesion protein PDS5 homolog B (Androgen-induced proliferation inhibitor) (Androgen-induced prostate proliferative shutoff-associated protein AS3)	PDS5B APRIN AS3 KIAA0979	Homo sapiens (Human)	1447
WAPL	Q7Z5K2	reviewed	WAPL_HUMAN	Wings apart-like protein homolog (Friend of EBNA2 protein) (WAPL cohesin release factor)	WAPL FOE KIAA0261 WAPAL	Homo sapiens (Human)	1190
ESCO1	Q5FWF5	reviewed	ESCO1_HUMAN	N-acetyltransferase ESCO1 (EC 2.3.1.-) (CTF7 homolog 1) (Establishment factor-like protein 1) (EFO1) (EFO1p) (hEFO1) (Establishment of cohesion 1 homolog 1) (ECO1 homolog 1) (ESO1 homolog 1)	ESCO1 EFO1 KIAA1911	Homo sapiens (Human)	840
ESCO2	Q56NI9	reviewed	ESCO2_HUMAN	N-acetyltransferase ESCO2 (EC 2.3.1.-) (Establishment factor-like protein 2) (EFO2) (EFO2p) (hEFO2) (Establishment of cohesion 1 homolog 2) (ECO1 homolog 2)	ESCO2	Homo sapiens (Human)	601
SMC2	O95347	reviewed	SMC2_HUMAN	Structural maintenance of chromosomes protein 2 (SMC protein 2) (SMC-2) (Chromosome-associated protein E) (hCAP-E) (XCAP-E homolog)	SMC2 CAPE SMC2L1 PRO0324	Homo sapiens (Human)	1197
SMC4	Q9NTJ3	reviewed	SMC4_HUMAN	Structural maintenance of chromosomes protein 4 (SMC protein 4) (SMC-4) (Chromosome-associated polypeptide C) (hCAP-C) (XCAP-C homolog)	SMC4 CAPC SMC4L1	Homo sapiens (Human)	1288
NCAPD2	Q15021	reviewed	CND1_HUMAN	Condensin complex subunit 1 (Chromosome condensation-related SMC-associated protein 1) (Chromosome-associated protein D2) (hCAP-D2) (Non-SMC condensin I complex subunit D2) (XCAP-D2 homolog)	NCAPD2 CAPD2 CNAP1 KIAA0159	Homo sapiens (Human)	1401
NCAPG	Q9BPX3	reviewed	CND3_HUMAN	Condensin complex subunit 3 (Chromosome-associated protein G) (Condensin subunit CAP-G) (hCAP-G) (Melanoma antigen NY-MEL-3) (Non-SMC condensin I complex subunit G) (XCAP-G homolog)	NCAPG CAPG NYMEL3	Homo sapiens (Human)	1015
NCAPH	Q15003	reviewed	CND2_HUMAN	Condensin complex subunit 2 (Barren homolog protein 1) (Chromosome-associated protein H) (hCAP-H) (Non-SMC condensin I complex subunit H) (XCAP-H homolog)	NCAPH BRRN BRRN1 CAPH KIAA0074	Homo sapiens (Human)	741
NCAPD3	P42695	reviewed	CNDD3_HUMAN	Condensin-2 complex subunit D3 (Non-SMC condensin II complex subunit D3) (hCAP-D3)	NCAPD3 CAPD3 KIAA0056	Homo sapiens (Human)	1498
NCAPG2	Q86XI2	reviewed	CNDG2_HUMAN	Condensin-2 complex subunit G2 (Chromosome-associated protein G2) (CAP-G2) (hCAP-G2) (Leucine zipper protein 5) (Non-SMC condensin II complex subunit G2)	NCAPG2 LUZP5	Homo sapiens (Human)	1143
NCAPH2	Q6IBW4	reviewed	CNDH2_HUMAN	Condensin-2 complex subunit H2 (Chromosome-associated protein H2) (hCAP-H2) (Kleisin-beta) (Non-SMC condensin II complex subunit H2)	NCAPH2 CAPH2	Homo sapiens (Human)	605
CTCF	P49711	reviewed	CTCF_HUMAN	Transcriptional repressor CTCF (11-zinc finger protein) (CCCTC-binding factor) (CTCFL paralog)	CTCF	Homo sapiens (Human)	727
CTCFL	Q8NI51	reviewed	CTCFL_HUMAN	Transcriptional repressor CTCFL (Brother of the regulator of imprinted sites) (CCCTC-binding factor) (CTCF paralog) (CTCF-like protein) (Cancer/testis antigen 27) (CT27) (Zinc finger protein CTCF-T)	CTCFL BORIS	Homo sapiens (Human)	663
YY1	P25490	reviewed	TYY1_HUMAN	Transcriptional repressor protein YY1 (Delta transcription factor) (INO80 complex subunit S) (NF-E1) (Yin and yang 1) (YY-1)	YY1 INO80S	Homo sapiens (Human)	414
BRCA1	P38398	reviewed	BRCA1_HUMAN	Breast cancer type 1 susceptibility protein (EC 2.3.2.27) (RING finger protein 53) (RING-type E3 ubiquitin transferase BRCA1)	BRCA1 RNF53	Homo sapiens (Human)	1863
BARD1	Q99728	reviewed	BARD1_HUMAN	BRCA1-associated RING domain protein 1 (BARD-1) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BARD1)	BARD1	Homo sapiens (Human)	777
ABRAXAS1	Q6UWZ7	reviewed	ABRX1_HUMAN	BRCA1-A complex subunit Abraxas 1 (Coiled-coil domain-containing protein 98) (Protein FAM175A)	ABRAXAS1 ABRA1 CCDC98 FAM175A UNQ496/PRO1013	Homo sapiens (Human)	409
RAP80	Q96RL1	reviewed	UIMC1_HUMAN	BRCA1-A complex subunit RAP80 (Receptor-associated protein 80) (Retinoid X receptor-interacting protein 110) (Ubiquitin interaction motif-containing protein 1)	UIMC1 RAP80 RXRIP110	Homo sapiens (Human)	719
BRCC3	P46736	reviewed	BRCC3_HUMAN	Lys-63-specific deubiquitinase BRCC36 (EC 3.4.19.-) (BRCA1-A complex subunit BRCC36) (BRCA1/BRCA2-containing complex subunit 3) (BRCA1/BRCA2-containing complex subunit 36) (BRISC complex subunit BRCC36)	BRCC3 BRCC36 C6.1A CXorf53	Homo sapiens (Human)	316
MERIT40	Q9NWV8	reviewed	BABA1_HUMAN	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	BABAM1 C19orf62 MERIT40 NBA1 HSPC142	Homo sapiens (Human)	329
BRE	Q9NXR7	reviewed	BABA2_HUMAN	BRISC and BRCA1-A complex member 2 (BRCA1-A complex subunit BRE) (BRCA1/BRCA2-containing complex subunit 45) (Brain and reproductive organ-expressed protein)	BABAM2 BRCC45 BRE	Homo sapiens (Human)	383
BRCA2	P51587	reviewed	BRCA2_HUMAN	Breast cancer type 2 susceptibility protein (Fanconi anemia group D1 protein)	BRCA2 FACD FANCD1	Homo sapiens (Human)	3418
PALB2	Q86YC2	reviewed	PALB2_HUMAN	Partner and localizer of BRCA2	PALB2 FANCN	Homo sapiens (Human)	1186
RAD51	Q06609	reviewed	RAD51_HUMAN	DNA repair protein RAD51 homolog 1 (HsRAD51) (hRAD51) (RAD51 homolog A)	RAD51 RAD51A RECA	Homo sapiens (Human)	339
RAD51B	O15315	reviewed	RA51B_HUMAN	DNA repair protein RAD51 homolog 2 (R51H2) (RAD51 homolog B) (Rad51B) (RAD51-like protein 1)	RAD51B RAD51L1 REC2	Homo sapiens (Human)	384
RAD51C	O43502	reviewed	RA51C_HUMAN	DNA repair protein RAD51 homolog 3 (R51H3) (RAD51 homolog C) (RAD51-like protein 2)	RAD51C RAD51L2	Homo sapiens (Human)	376
RAD51D	O75771	reviewed	RA51D_HUMAN	DNA repair protein RAD51 homolog 4 (R51H3) (RAD51 homolog D) (RAD51-like protein 3) (TRAD)	RAD51D RAD51L3	Homo sapiens (Human)	328
XRCC2	O43543	reviewed	XRCC2_HUMAN	DNA repair protein XRCC2 (X-ray repair cross-complementing protein 2)	XRCC2	Homo sapiens (Human)	280
XRCC3	O43542	reviewed	XRCC3_HUMAN	DNA repair protein XRCC3 (X-ray repair cross-complementing protein 3)	XRCC3	Homo sapiens (Human)	346
DSS1	P60896	reviewed	SEM1_HUMAN	26S proteasome complex subunit SEM1 (26S proteasome complex subunit DSS1) (Deleted in split hand/split foot protein 1) (Split hand/foot deleted protein 1) (Split hand/foot malformation type 1 protein)	SEM1 C7orf76 DSS1 SHFDG1 SHFM1	Homo sapiens (Human)	70
MRE11	P49959	reviewed	MRE11_HUMAN	Double-strand break repair protein MRE11 (EC 3.1.-.-) (Meiotic recombination 11 homolog 1) (MRE11 homolog 1) (Meiotic recombination 11 homolog A) (MRE11 homolog A)	MRE11 HNGS1 MRE11A	Homo sapiens (Human)	708
RAD50	Q92878	reviewed	RAD50_HUMAN	DNA repair protein RAD50 (hRAD50) (EC 3.6.-.-)	RAD50	Homo sapiens (Human)	1312
NBN	O60934	reviewed	NBN_HUMAN	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1) (hNbs1)	NBN NBS NBS1 P95	Homo sapiens (Human)	754
XRCC5	P13010	reviewed	XRCC5_HUMAN	X-ray repair cross-complementing protein 5 (EC 3.6.4.-) (86 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 2) (ATP-dependent DNA helicase II 80 kDa subunit) (CTC box-binding factor 85 kDa subunit) (CTC85) (CTCBF) (DNA repair protein XRCC5) (Ku80) (Ku86) (Lupus Ku autoantigen protein p86) (Nuclear factor IV) (Thyroid-lupus autoantigen) (TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining))	XRCC5 G22P2	Homo sapiens (Human)	732
XRCC6	P12956	reviewed	XRCC6_HUMAN	X-ray repair cross-complementing protein 6 (EC 3.6.4.-) (EC 4.2.99.-) (5'-deoxyribose-5-phosphate lyase Ku70) (5'-dRP lyase Ku70) (70 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 1) (ATP-dependent DNA helicase II 70 kDa subunit) (CTC box-binding factor 75 kDa subunit) (CTC75) (CTCBF) (DNA repair protein XRCC6) (Lupus Ku autoantigen protein p70) (Ku70) (Thyroid-lupus autoantigen) (TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 6)	XRCC6 G22P1	Homo sapiens (Human)	609
PRKDC	P78527	reviewed	PRKDC_HUMAN	DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1) (DNPK1) (Ser-473 kinase) (S473K) (p460)	PRKDC HYRC HYRC1	Homo sapiens (Human)	4128
LIG4	P49917	reviewed	DNLI4_HUMAN	DNA ligase 4 (EC 6.5.1.1) (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4)	LIG4	Homo sapiens (Human)	911
XRCC4	Q13426	reviewed	XRCC4_HUMAN	DNA repair protein XRCC4 (hXRCC4) (X-ray repair cross-complementing protein 4) [Cleaved into: Protein XRCC4, C-terminus (XRCC4/C)]	XRCC4	Homo sapiens (Human)	336
NHEJ1	Q9H9Q4	reviewed	NHEJ1_HUMAN	Non-homologous end-joining factor 1 (Protein cernunnos) (XRCC4-like factor)	NHEJ1 XLF	Homo sapiens (Human)	299
DCLRE1C	Q96SD1	reviewed	DCR1C_HUMAN	Protein artemis (EC 3.1.-.-) (DNA cross-link repair 1C protein) (Protein A-SCID) (SNM1 homolog C) (hSNM1C) (SNM1-like protein)	DCLRE1C ARTEMIS ASCID SCIDA SNM1C	Homo sapiens (Human)	692
MSH2	P43246	reviewed	MSH2_HUMAN	DNA mismatch repair protein Msh2 (hMSH2) (MutS protein homolog 2)	MSH2	Homo sapiens (Human)	934
MSH3	P20585	reviewed	MSH3_HUMAN	DNA mismatch repair protein Msh3 (hMSH3) (Divergent upstream protein) (DUP) (Mismatch repair protein 1) (MRP1)	MSH3 DUC1 DUG	Homo sapiens (Human)	1137
MSH6	P52701	reviewed	MSH6_HUMAN	DNA mismatch repair protein Msh6 (hMSH6) (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160)	MSH6 GTBP	Homo sapiens (Human)	1360
MLH1	P40692	reviewed	MLH1_HUMAN	DNA mismatch repair protein Mlh1 (MutL protein homolog 1)	MLH1 COCA2	Homo sapiens (Human)	756
PMS2	P54278	reviewed	PMS2_HUMAN	Mismatch repair endonuclease PMS2 (EC 3.1.-.-) (DNA mismatch repair protein PMS2) (PMS1 protein homolog 2)	PMS2 PMSL2	Homo sapiens (Human)	862
MLH3	Q9UHC1	reviewed	MLH3_HUMAN	DNA mismatch repair protein Mlh3 (MutL protein homolog 3)	MLH3	Homo sapiens (Human)	1453
PMS1	P54277	reviewed	PMS1_HUMAN	PMS1 protein homolog 1 (DNA mismatch repair protein PMS1)	PMS1 PMSL1	Homo sapiens (Human)	932
EXO1	Q9UQ84	reviewed	EXO1_HUMAN	Exonuclease 1 (hExo1) (EC 3.1.-.-) (Exonuclease I) (hExoI)	EXO1 EXOI HEX1	Homo sapiens (Human)	846
XPA	P23025	reviewed	XPA_HUMAN	DNA repair protein complementing XP-A cells (Xeroderma pigmentosum group A-complementing protein)	XPA XPAC	Homo sapiens (Human)	273
XPC	Q01831	reviewed	XPC_HUMAN	DNA repair protein complementing XP-C cells (Xeroderma pigmentosum group C-complementing protein) (p125)	XPC XPCC	Homo sapiens (Human)	940
RAD23B	P54727	reviewed	RD23B_HUMAN	UV excision repair protein RAD23 homolog B (HR23B) (hHR23B) (XP-C repair-complementing complex 58 kDa protein) (p58)	RAD23B	Homo sapiens (Human)	409
DDB1	Q16531	reviewed	DDB1_HUMAN	DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a) (DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1) (XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1) (UV-DDB 1) (XPE-binding factor) (XPE-BF) (Xeroderma pigmentosum group E-complementing protein) (XPCe)	DDB1 XAP1	Homo sapiens (Human)	1140
DDB2	Q92466	reviewed	DDB2_HUMAN	DNA damage-binding protein 2 (DDB p48 subunit) (DDBb) (Damage-specific DNA-binding protein 2) (UV-damaged DNA-binding protein 2) (UV-DDB 2)	DDB2	Homo sapiens (Human)	427
ERCC1	P07992	reviewed	ERCC1_HUMAN	DNA excision repair protein ERCC-1	ERCC1	Homo sapiens (Human)	297
ERCC4	Q92889	reviewed	XPF_HUMAN	DNA repair endonuclease XPF (EC 3.1.-.-) (DNA excision repair protein ERCC-4) (DNA repair protein complementing XP-F cells) (Xeroderma pigmentosum group F-complementing protein)	ERCC4 ERCC11 XPF	Homo sapiens (Human)	916
ERCC5	P28715	reviewed	ERCC5_HUMAN	DNA excision repair protein ERCC-5 (EC 3.1.-.-) (DNA repair protein complementing XP-G cells) (XPG) (Xeroderma pigmentosum group G-complementing protein)	ERCC5 ERCM2 XPG XPGC	Homo sapiens (Human)	1186
OGG1	O15527	reviewed	OGG1_HUMAN	N-glycosylase/DNA lyase [Includes: 8-oxoguanine DNA glycosylase (EC 3.2.2.-); DNA-(apurinic or apyrimidinic site) lyase (AP lyase) (EC 4.2.99.18)]	OGG1 MMH MUTM OGH1	Homo sapiens (Human)	345
MUTYH	Q9UIF7	reviewed	MUTYH_HUMAN	Adenine DNA glycosylase (EC 3.2.2.31) (MutY homolog) (hMYH)	MUTYH MYH	Homo sapiens (Human)	546
UNG	P13051	reviewed	UNG_HUMAN	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	UNG DGU UNG1 UNG15	Homo sapiens (Human)	313
SMUG1	Q53HV7	reviewed	SMUG1_HUMAN	Single-strand selective monofunctional uracil DNA glycosylase (EC 3.2.2.-)	SMUG1	Homo sapiens (Human)	270
APEX1	P27695	reviewed	APEX1_HUMAN	DNA repair nuclease/redox regulator APEX1 (EC 3.1.11.2) (EC 3.1.21.-) (APEX nuclease) (APEN) (Apurinic-apyrimidinic endonuclease 1) (AP endonuclease 1) (APE-1) (DNA-(apurinic or apyrimidinic site) endonuclease) (Redox factor-1) (REF-1) [Cleaved into: DNA repair nuclease/redox regulator APEX1, mitochondrial]	APEX1 APE APE1 APEX APX HAP1 REF1	Homo sapiens (Human)	318
APEX2	Q9UBZ4	reviewed	APEX2_HUMAN	DNA-(apurinic or apyrimidinic site) endonuclease 2 (EC 3.1.11.2) (AP endonuclease XTH2) (APEX nuclease 2) (APEX nuclease-like 2) (Apurinic-apyrimidinic endonuclease 2) (AP endonuclease 2)	APEX2 APE2 APEXL2 XTH2	Homo sapiens (Human)	518
POLB	P06746	reviewed	DPOLB_HUMAN	DNA polymerase beta (EC 2.7.7.7) (5'-deoxyribose-phosphate lyase) (5'-dRP lyase) (EC 4.2.99.-) (AP lyase) (EC 4.2.99.18)	POLB	Homo sapiens (Human)	335
XRCC1	P18887	reviewed	XRCC1_HUMAN	DNA repair protein XRCC1 (X-ray repair cross-complementing protein 1)	XRCC1	Homo sapiens (Human)	633
LIG3	P49916	reviewed	DNLI3_HUMAN	DNA ligase 3 (EC 6.5.1.1) (DNA ligase III) (Polydeoxyribonucleotide synthase [ATP] 3)	LIG3	Homo sapiens (Human)	1009
EP400	Q96L91	reviewed	EP400_HUMAN	E1A-binding protein p400 (EC 3.6.4.-) (CAG repeat protein 32) (Domino homolog) (hDomino) (Trinucleotide repeat-containing gene 12 protein) (p400 kDa SWI2/SNF2-related protein)	EP400 CAGH32 KIAA1498 KIAA1818 TNRC12	Homo sapiens (Human)	3159
EPC1	Q9H2F5	reviewed	EPC1_HUMAN	Enhancer of polycomb homolog 1	EPC1	Homo sapiens (Human)	836
DMAP1	Q9NPF5	reviewed	DMAP1_HUMAN	DNA methyltransferase 1-associated protein 1 (DNMAP1) (DNMT1-associated protein 1)	DMAP1 KIAA1425	Homo sapiens (Human)	467
VPS72	Q15906	reviewed	VPS72_HUMAN	Vacuolar protein sorting-associated protein 72 homolog (Protein YL-1) (Transcription factor-like 1)	VPS72 TCFL1 YL1	Homo sapiens (Human)	364
SF3A1	Q15459	reviewed	SF3A1_HUMAN	Splicing factor 3A subunit 1 (SF3a120) (Spliceosome-associated protein 114) (SAP 114)	SF3A1 SAP114	Homo sapiens (Human)	793
SF3A2	Q15428	reviewed	SF3A2_HUMAN	Splicing factor 3A subunit 2 (SF3a66) (Spliceosome-associated protein 62) (SAP 62)	SF3A2 SAP62	Homo sapiens (Human)	464
SF3A3	Q12874	reviewed	SF3A3_HUMAN	Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61)	SF3A3 SAP61	Homo sapiens (Human)	501
GABRA4	P48169	reviewed	GBRA4_HUMAN	Gamma-aminobutyric acid receptor subunit alpha-4 (GABA(A) receptor subunit alpha-4) (GABAAR subunit alpha-4)	GABRA4	Homo sapiens (Human)	554
SEH1L	Q96EE3	reviewed	SEH1_HUMAN	Nucleoporin SEH1 (GATOR2 complex protein SEH1) (Nup107-160 subcomplex subunit SEH1) (SEC13-like protein)	SEH1L SEC13L SEH1	Homo sapiens (Human)	360
CDC27	P30260	reviewed	CDC27_HUMAN	Cell division cycle protein 27 homolog (Anaphase-promoting complex subunit 3) (APC3) (CDC27 homolog) (CDC27Hs) (H-NUC)	CDC27 ANAPC3 D0S1430E D17S978E	Homo sapiens (Human)	824
APH1B	Q8WW43	reviewed	APH1B_HUMAN	Gamma-secretase subunit APH-1B (APH-1b) (Aph-1beta) (Presenilin-stabilization factor-like)	APH1B PSFL UNQ688/PRO1328	Homo sapiens (Human)	257
KCNAB2	Q13303	reviewed	KCAB2_HUMAN	Voltage-gated potassium channel subunit beta-2 (EC 1.1.1.-) (K(+) channel subunit beta-2) (Kv-beta-2) (hKvbeta2)	KCNAB2 KCNA2B KCNK2	Homo sapiens (Human)	367
PRPF6	O94906	reviewed	PRP6_HUMAN	Pre-mRNA-processing factor 6 (Androgen receptor N-terminal domain-transactivating protein 1) (ANT-1) (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein)	PRPF6 C20orf14	Homo sapiens (Human)	941
CD2BP2	O95400	reviewed	CD2B2_HUMAN	CD2 antigen cytoplasmic tail-binding protein 2 (CD2 cytoplasmic domain-binding protein 2) (CD2 tail-binding protein 2) (U5 snRNP 52K protein) (U5-52K)	CD2BP2 KIAA1178	Homo sapiens (Human)	341
DDX23	Q9BUQ8	reviewed	DDX23_HUMAN	Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)	DDX23	Homo sapiens (Human)	820
ADCY9	O60503	reviewed	ADCY9_HUMAN	Adenylate cyclase type 9 (EC 4.6.1.1) (ATP pyrophosphate-lyase 9) (Adenylate cyclase type IX) (ACIX) (Adenylyl cyclase 9) (AC9)	ADCY9 KIAA0520	Homo sapiens (Human)	1353
ADRB2	P07550	reviewed	ADRB2_HUMAN	Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor)	ADRB2 ADRB2R B2AR	Homo sapiens (Human)	413
